"","session.code","subsession.round_number","participant.id_in_session","player.id_in_group","player.t","player.vote","player.bid","player.lama","player.payoff","group.price","group.policy","group.uniforme","group.costo","player.why_accept","player.why_reject","player.other_accept","player.other_reject","player.age","player.gender","player.major","player.political","player.gpa","player.finalassets","player.lama_star","player.vote_cond","marca","total_yes","total_shares_one","best_respond","unique_subject","player.better.yes","player.change_vote","player.better.yes.lag","player.t.lag","player.vote.lag","group.policy.lag","total_yes.lag","player.bid.delta"
"1","49mqxl65",1,1,1,-1,NA,20,1,50,50,0,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,1,4,2,NA,101,1,NA,NA,NA,NA,NA,NA,NA
"2","49mqxl65",2,1,1,1,1,75,1,185,75,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.4,1,1,8,8,1,101,1,NA,1,-1,NA,0,4,55
"3","49mqxl65",3,1,1,1,1,75,1,190,70,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.4,1,1,8,8,1,101,1,0,1,1,1,1,8,0
"4","49mqxl65",4,1,1,1,1,85,1,180,80,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.4,1,1,7,7,1,101,1,0,1,1,1,1,8,10
"5","49mqxl65",5,1,1,-1,NA,80,1,90,90,0,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,2,4,4,NA,101,1,NA,1,1,1,1,7,-5
"6","49mqxl65",6,1,1,-1,NA,95,1,95,95,0,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,2,4,6,NA,101,1,NA,1,-1,NA,0,4,15
"7","49mqxl65",7,1,1,1,1,100,1,103,97,0,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.4,1,2,5,5,1,101,1,NA,1,-1,NA,0,4,5
"8","49mqxl65",8,1,1,-1,NA,97,1,99,99,0,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,2,3,1,NA,101,1,NA,1,1,1,0,5,-3
"9","49mqxl65",9,1,1,-1,NA,50,0,80,80,1,1,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,3,6,4,NA,101,0,NA,1,-1,NA,0,3,-47
"10","49mqxl65",10,1,1,1,1,98,1,110,90,0,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,1,3,4,4,1,101,1,NA,0,-1,NA,1,6,48
"11","49mqxl65",11,1,1,1,1,98,1,104,96,0,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,1,3,3,5,1,101,1,0,1,1,1,0,4,0
"12","49mqxl65",12,1,1,1,1,100,1,131,99,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,1,3,7,7,1,101,1,0,1,1,1,0,3,2
"13","49mqxl65",13,1,1,1,1,100,1,101,99,0,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,1,4,4,6,1,101,1,0,1,1,1,1,7,0
"14","49mqxl65",14,1,1,1,1,100,1,100,100,0,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,1,4,4,4,1,101,1,0,1,1,1,0,4,0
"15","49mqxl65",15,1,1,1,1,100,1,130,100,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,1,4,8,8,1,101,1,0,1,1,1,0,4,0
"16","49mqxl65",16,1,1,0,1,100,1,100,100,0,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,1,0.35,1,4,3,5,1,101,1,0,1,1,1,1,8,0
"17","49mqxl65",17,1,1,1,1,120,1,80,100,1,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,5,6,0,0,101,0,0,1,0,1,0,3,20
"18","49mqxl65",18,1,1,1,0,120,1,110,90,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,5,2,0,1,101,0,-1,0,1,1,1,6,0
"19","49mqxl65",19,1,1,1,0,130,1,105,95,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,5,1,0,1,101,0,0,0,1,0,0,2,10
"20","49mqxl65",20,1,1,0,1,100,1,100,100,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,1,0.6,1,5,3,0,1,101,0,1,0,1,0,0,1,-30
"21","49mqxl65",21,1,1,1,0,110,1,100,100,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,6,2,0,1,101,0,-1,0,0,1,0,3,10
"22","49mqxl65",22,1,1,-1,NA,99,1,105,105,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,6,4,0,NA,101,0,NA,0,1,0,0,2,-11
"23","49mqxl65",23,1,1,1,0,115,1,100,100,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,6,0,0,1,101,0,NA,0,-1,NA,0,4,16
"24","49mqxl65",24,1,1,1,0,105,1,95,105,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,6,5,0,1,101,0,0,0,1,0,0,0,-10
"25","49mqxl65",25,1,1,1,0,110,0,53,107,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.4,0,7,6,6,1,101,0,0,0,1,0,0,5,5
"26","49mqxl65",26,1,1,-1,NA,95,0,105,105,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,7,9,7,NA,101,0,NA,0,1,0,1,6,-15
"27","49mqxl65",27,1,1,-1,NA,90,0,97,97,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,7,8,10,NA,101,0,NA,0,-1,NA,1,9,-5
"28","49mqxl65",28,1,1,-1,NA,95,0,100,100,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,7,8,8,NA,101,0,NA,0,-1,NA,1,8,5
"29","49mqxl65",29,1,1,0,0,95,0,80,95,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,1,0.2,0,8,10,8,1,101,0,NA,0,-1,NA,1,8,0
"30","49mqxl65",30,1,1,-1,NA,90,0,93,93,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,8,10,10,NA,101,0,NA,0,0,0,1,10,-5
"31","49mqxl65",31,1,1,-1,NA,98,0,100,100,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,8,11,8,NA,101,0,NA,0,-1,NA,1,10,8
"32","49mqxl65",32,1,1,0,0,105,0,80,105,1,0,20,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,1,0.2,0,8,8,8,1,101,0,NA,0,-1,NA,1,11,7
"33","49mqxl65",33,1,1,1,0,110,0,30,100,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,0,9,9,7,1,101,0,0,0,0,0,1,8,5
"34","49mqxl65",34,1,1,-1,NA,90,0,90,90,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,9,9,9,NA,101,0,NA,0,1,0,1,9,-20
"35","49mqxl65",35,1,1,-1,NA,85,0,89,89,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,9,8,8,NA,101,0,NA,0,-1,NA,1,9,-5
"36","49mqxl65",36,1,1,1,0,90,0,45,85,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,0,9,6,6,1,101,0,NA,0,-1,NA,1,8,5
"37","49mqxl65",37,1,1,-1,NA,75,0,80,80,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,10,9,7,NA,101,0,NA,0,1,0,1,6,-15
"38","49mqxl65",38,1,1,1,0,95,0,50,80,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,0.7,0,10,9,8,1,101,0,NA,0,-1,NA,1,9,20
"39","49mqxl65",39,1,1,-1,NA,80,0,80,80,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,10,9,9,NA,101,0,NA,0,1,0,1,9,-15
"40","49mqxl65",40,1,1,-1,NA,75,0,78,78,1,0,35,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,10,7,7,NA,101,0,NA,0,-1,NA,1,9,-5
"41","49mqxl65",41,1,1,-1,NA,75,0,80,80,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,2,0,NA,101,0,NA,0,-1,NA,1,7,0
"42","49mqxl65",42,1,1,-1,NA,75,0,80,80,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,3,0,NA,101,0,NA,0,-1,NA,0,2,0
"43","49mqxl65",43,1,1,-1,NA,75,0,86,86,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,0,0,NA,101,0,NA,0,-1,NA,0,3,0
"44","49mqxl65",44,1,1,-1,NA,88,0,90,90,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,11,1,0,NA,101,0,NA,0,-1,NA,0,0,13
"45","49mqxl65",45,1,1,-1,NA,70,0,95,95,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,0,NA,NA,12,1,0,NA,101,0,NA,0,-1,NA,0,1,-18
"46","49mqxl65",46,1,1,1,0,100,0,105,95,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,12,1,0,1,101,0,NA,0,-1,NA,0,1,30
"47","49mqxl65",47,1,1,0,0,110,0,100,110,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,1,0.6,0,12,0,0,1,101,0,0,0,1,0,0,1,10
"48","49mqxl65",48,1,1,1,0,115,0,90,110,0,0,60,"To help other participants "," To increase my own earnings",NA,NA,19,"Woman","Science, technology, engineering and mathematics","Center",3.8,2,1.2,0,12,1,0,1,101,0,0,0,0,0,0,0,5
"49","49mqxl65",1,2,2,-1,NA,20,1,50,50,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,1,4,2,NA,102,1,NA,NA,NA,NA,NA,NA,NA
"50","49mqxl65",2,2,2,1,1,90,1,185,75,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,1,8,8,1,102,1,NA,1,-1,NA,0,4,70
"51","49mqxl65",3,2,2,1,1,95,1,190,70,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,1,8,8,1,102,1,0,1,1,1,1,8,5
"52","49mqxl65",4,2,2,1,1,86,1,180,80,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,1,7,7,1,102,1,0,1,1,1,1,8,-9
"53","49mqxl65",5,2,2,0,1,90,1,100,90,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,1,0.2,1,2,4,4,1,102,1,0,1,1,1,1,7,4
"54","49mqxl65",6,2,2,1,0,97,1,105,95,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.4,1,2,4,6,0,102,1,-1,1,0,1,0,4,7
"55","49mqxl65",7,2,2,-1,NA,95,1,97,97,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,2,5,5,NA,102,1,NA,1,1,0,0,4,-2
"56","49mqxl65",8,2,2,-1,NA,99,1,99,99,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,2,3,1,NA,102,1,NA,1,-1,NA,0,5,4
"57","49mqxl65",9,2,2,0,0,80,0.09,74,80,1,1,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,1,0.35,0,3,6,4,1,102,0,NA,1,-1,NA,0,3,-19
"58","49mqxl65",10,2,2,1,1,99,1,110,90,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.7,1,3,4,4,1,102,1,1,0,0,0,1,6,19
"59","49mqxl65",11,2,2,0,1,96,1,100,96,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,1,0.35,1,3,3,5,1,102,1,0,1,1,1,0,4,-3
"60","49mqxl65",12,2,2,1,1,99,1,131,99,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.7,1,3,7,7,1,102,1,0,1,0,1,0,3,3
"61","49mqxl65",13,2,2,1,0,99,1,101,99,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.7,1,4,4,6,0,102,1,-1,1,1,1,1,7,0
"62","49mqxl65",14,2,2,-1,NA,99,1,100,100,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,4,4,4,NA,102,1,NA,1,1,0,0,4,0
"63","49mqxl65",15,2,2,1,1,100,1,130,100,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.7,1,4,8,8,1,102,1,NA,1,-1,NA,0,4,1
"64","49mqxl65",16,2,2,1,0,101,1,100,100,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.7,1,4,3,5,0,102,1,-1,1,1,1,1,8,1
"65","49mqxl65",17,2,2,1,1,102,1,80,100,1,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,5,6,0,0,102,0,1,1,1,0,0,3,1
"66","49mqxl65",18,2,2,1,1,95,1,110,90,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,5,2,0,0,102,0,0,0,1,1,1,6,-7
"67","49mqxl65",19,2,2,0,1,95,1,100,95,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,1,0.6,1,5,1,0,1,102,0,0,0,1,1,0,2,0
"68","49mqxl65",20,2,2,-1,NA,98,1,100,100,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,5,3,0,NA,102,0,NA,0,0,1,0,1,3
"69","49mqxl65",21,2,2,-1,NA,20,1,100,100,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,6,2,0,NA,102,0,NA,0,-1,NA,0,3,-78
"70","49mqxl65",22,2,2,-1,NA,10,1,105,105,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,6,4,0,NA,102,0,NA,0,-1,NA,0,2,-10
"71","49mqxl65",23,2,2,-1,NA,1,1,100,100,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,6,0,0,NA,102,0,NA,0,-1,NA,0,4,-9
"72","49mqxl65",24,2,2,-1,NA,1,1,105,105,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,6,5,0,NA,102,0,NA,0,-1,NA,0,0,0
"73","49mqxl65",25,2,2,-1,NA,1,0,107,107,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,7,6,6,NA,102,0,NA,0,-1,NA,0,5,0
"74","49mqxl65",26,2,2,-1,NA,1,0,105,105,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,7,9,7,NA,102,0,NA,0,-1,NA,1,6,0
"75","49mqxl65",27,2,2,-1,NA,1,0,97,97,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,7,8,10,NA,102,0,NA,0,-1,NA,1,9,0
"76","49mqxl65",28,2,2,-1,NA,30,0,100,100,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,7,8,8,NA,102,0,NA,0,-1,NA,1,8,29
"77","49mqxl65",29,2,2,-1,NA,1,0,95,95,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,8,10,8,NA,102,0,NA,0,-1,NA,1,8,-29
"78","49mqxl65",30,2,2,-1,NA,1,0,93,93,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,8,10,10,NA,102,0,NA,0,-1,NA,1,10,0
"79","49mqxl65",31,2,2,0,1,100,0,80,100,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,1,0.2,0,8,11,8,0,102,0,NA,0,-1,NA,1,10,99
"80","49mqxl65",32,2,2,-1,NA,1,0,105,105,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,8,8,8,NA,102,0,NA,0,0,1,1,11,-99
"81","49mqxl65",33,2,2,-1,NA,1,0,100,100,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,9,9,7,NA,102,0,NA,0,-1,NA,1,8,0
"82","49mqxl65",34,2,2,-1,NA,85,0,90,90,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,9,9,9,NA,102,0,NA,0,-1,NA,1,9,84
"83","49mqxl65",35,2,2,1,0,102,0,41,89,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,0.7,0,9,8,8,1,102,0,NA,0,-1,NA,1,9,17
"84","49mqxl65",36,2,2,-1,NA,1,0,85,85,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,9,6,6,NA,102,0,NA,0,1,0,1,8,-101
"85","49mqxl65",37,2,2,-1,NA,70,0,80,80,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,10,9,7,NA,102,0,NA,0,-1,NA,1,6,69
"86","49mqxl65",38,2,2,-1,NA,1,0,80,80,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,10,9,8,NA,102,0,NA,0,-1,NA,1,9,-69
"87","49mqxl65",39,2,2,-1,NA,60,0,80,80,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,10,9,9,NA,102,0,NA,0,-1,NA,1,9,59
"88","49mqxl65",40,2,2,-1,NA,50,0,78,78,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,10,7,7,NA,102,0,NA,0,-1,NA,1,9,-10
"89","49mqxl65",41,2,2,1,0,86,0,120,80,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,11,2,0,1,102,0,NA,0,-1,NA,1,7,36
"90","49mqxl65",42,2,2,1,0,86,0,120,80,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,11,3,0,1,102,0,0,0,1,0,0,2,0
"91","49mqxl65",43,2,2,-1,NA,85,0,86,86,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,11,0,0,NA,102,0,NA,0,1,0,0,3,-1
"92","49mqxl65",44,2,2,-1,NA,90,0,90,90,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,11,1,0,NA,102,0,NA,0,-1,NA,0,0,5
"93","49mqxl65",45,2,2,1,0,120,0,105,95,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,12,1,0,1,102,0,NA,0,-1,NA,0,1,30
"94","49mqxl65",46,2,2,1,0,105,0,105,95,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,12,1,0,1,102,0,0,0,1,0,0,1,-15
"95","49mqxl65",47,2,2,1,0,120,0,90,110,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,2,1.2,0,12,0,0,1,102,0,0,0,1,0,0,1,15
"96","49mqxl65",48,2,2,-1,NA,70,0,110,110,0,0,60,"To ensure fair payoffs"," To increase my own earnings",NA,NA,20,"Woman","Science, technology, engineering and mathematics","Center",3,0,NA,NA,12,1,0,NA,102,0,NA,0,1,0,0,0,-50
"97","49mqxl65",1,3,3,-1,NA,15,1,50,50,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,0,NA,NA,1,4,2,NA,103,1,NA,NA,NA,NA,NA,NA,NA
"98","49mqxl65",2,3,3,-1,NA,60,1,175,75,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,0,NA,NA,1,8,8,NA,103,1,NA,1,-1,NA,0,4,45
"99","49mqxl65",3,3,3,1,1,80,1,190,70,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,2,0.4,1,1,8,8,1,103,1,NA,1,-1,NA,1,8,20
"100","49mqxl65",4,3,3,0,1,80,1,180,80,1,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,1,0.2,1,1,7,7,1,103,1,0,1,1,1,1,8,0
"101","49mqxl65",5,3,3,-1,NA,65,1,90,90,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,0,NA,NA,2,4,4,NA,103,1,NA,1,0,1,1,7,-15
"102","49mqxl65",6,3,3,1,1,100,1,105,95,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,2,0.4,1,2,4,6,1,103,1,NA,1,-1,NA,0,4,35
"103","49mqxl65",7,3,3,1,1,100,1,103,97,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,2,0.4,1,2,5,5,1,103,1,0,1,1,1,0,4,0
"104","49mqxl65",8,3,3,0,1,99,1,100,99,0,0,20,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,1,0.2,1,2,3,1,1,103,1,0,1,1,1,0,5,-1
"105","49mqxl65",9,3,3,-1,NA,40,0.18,98,80,1,1,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,0,NA,NA,3,6,4,NA,103,0,NA,1,0,1,0,3,-59
"106","49mqxl65",10,3,3,-1,NA,85,1,90,90,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,0,NA,NA,3,4,4,NA,103,1,NA,0,-1,NA,1,6,45
"107","49mqxl65",11,3,3,1,0,115,1,104,96,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,2,0.7,1,3,3,5,0,103,1,NA,1,-1,NA,0,4,30
"108","49mqxl65",12,3,3,1,1,110,1,131,99,1,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,2,0.7,1,3,7,7,1,103,1,1,1,1,0,0,3,-5
"109","49mqxl65",13,3,3,-1,NA,80,1,99,99,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,0,NA,NA,4,4,6,NA,103,1,NA,1,1,1,1,7,-30
"110","49mqxl65",14,3,3,1,1,102,1,100,100,0,0,35,"To ensure fair payoffs"," To increase my own earnings",NA,NA,18,"Woman","Social sciences","Left",3.8,2,0.7,1,4,4,4,1,103,1,NA,1,-1,NA,0,4,22
